src_tile,src_x,src_y,src_res,dst_tile,dst_x,dst_y,dst_res,cfg,source,tier
LogicTILE,11,2,CtrlMUX03,LogicTILE,11,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,11,3,CtrlMUX03,LogicTILE,11,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,11,4,CtrlMUX03,LogicTILE,11,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,12,1,CtrlMUX03,LogicTILE,12,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,12,2,CtrlMUX03,LogicTILE,12,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,12,3,CtrlMUX03,LogicTILE,12,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,12,4,CtrlMUX03,LogicTILE,12,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,1,CtrlMUX03,LogicTILE,14,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,2,CtrlMUX03,LogicTILE,14,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,3,CtrlMUX03,LogicTILE,14,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,4,CtrlMUX03,LogicTILE,14,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,5,CtrlMUX03,LogicTILE,14,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,6,CtrlMUX03,LogicTILE,14,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,7,CtrlMUX03,LogicTILE,14,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,8,CtrlMUX03,LogicTILE,14,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,9,CtrlMUX03,LogicTILE,14,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,10,CtrlMUX03,LogicTILE,14,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,11,CtrlMUX03,LogicTILE,14,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,14,12,CtrlMUX03,LogicTILE,14,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,1,CtrlMUX03,LogicTILE,15,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,2,CtrlMUX03,LogicTILE,15,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,3,CtrlMUX03,LogicTILE,15,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,4,CtrlMUX03,LogicTILE,15,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,5,CtrlMUX03,LogicTILE,15,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,6,CtrlMUX03,LogicTILE,15,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,7,CtrlMUX03,LogicTILE,15,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,8,CtrlMUX03,LogicTILE,15,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,9,CtrlMUX03,LogicTILE,15,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,10,CtrlMUX03,LogicTILE,15,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,11,CtrlMUX03,LogicTILE,15,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,15,12,CtrlMUX03,LogicTILE,15,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,1,CtrlMUX03,LogicTILE,16,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,2,CtrlMUX03,LogicTILE,16,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,3,CtrlMUX03,LogicTILE,16,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,4,CtrlMUX03,LogicTILE,16,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,5,CtrlMUX03,LogicTILE,16,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,6,CtrlMUX03,LogicTILE,16,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,7,CtrlMUX03,LogicTILE,16,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,8,CtrlMUX03,LogicTILE,16,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,9,CtrlMUX03,LogicTILE,16,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,10,CtrlMUX03,LogicTILE,16,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,11,CtrlMUX03,LogicTILE,16,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,16,12,CtrlMUX03,LogicTILE,16,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,1,CtrlMUX03,LogicTILE,17,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,2,CtrlMUX03,LogicTILE,17,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,3,CtrlMUX03,LogicTILE,17,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,4,CtrlMUX03,LogicTILE,17,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,5,CtrlMUX03,LogicTILE,17,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,6,CtrlMUX03,LogicTILE,17,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,7,CtrlMUX03,LogicTILE,17,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,8,CtrlMUX03,LogicTILE,17,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,9,CtrlMUX03,LogicTILE,17,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,10,CtrlMUX03,LogicTILE,17,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,11,CtrlMUX03,LogicTILE,17,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,17,12,CtrlMUX03,LogicTILE,17,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,1,CtrlMUX03,LogicTILE,18,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,2,CtrlMUX03,LogicTILE,18,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,3,CtrlMUX03,LogicTILE,18,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,4,CtrlMUX03,LogicTILE,18,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,5,CtrlMUX03,LogicTILE,18,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,6,CtrlMUX03,LogicTILE,18,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,7,CtrlMUX03,LogicTILE,18,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,8,CtrlMUX03,LogicTILE,18,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,9,CtrlMUX03,LogicTILE,18,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,10,CtrlMUX03,LogicTILE,18,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,11,CtrlMUX03,LogicTILE,18,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,18,12,CtrlMUX03,LogicTILE,18,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,1,CtrlMUX03,LogicTILE,19,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,2,CtrlMUX03,LogicTILE,19,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,3,CtrlMUX03,LogicTILE,19,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,4,CtrlMUX03,LogicTILE,19,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,5,CtrlMUX03,LogicTILE,19,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,6,CtrlMUX03,LogicTILE,19,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,7,CtrlMUX03,LogicTILE,19,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,8,CtrlMUX03,LogicTILE,19,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,9,CtrlMUX03,LogicTILE,19,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,10,CtrlMUX03,LogicTILE,19,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,11,CtrlMUX03,LogicTILE,19,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,19,12,CtrlMUX03,LogicTILE,19,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,1,CtrlMUX03,LogicTILE,20,1,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,2,CtrlMUX03,LogicTILE,20,2,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,3,CtrlMUX03,LogicTILE,20,3,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,4,CtrlMUX03,LogicTILE,20,4,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,5,CtrlMUX03,LogicTILE,20,5,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,6,CtrlMUX03,LogicTILE,20,6,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,7,CtrlMUX03,LogicTILE,20,7,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,8,CtrlMUX03,LogicTILE,20,8,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,9,CtrlMUX03,LogicTILE,20,9,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,10,CtrlMUX03,LogicTILE,20,10,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,11,CtrlMUX03,LogicTILE,20,11,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
LogicTILE,20,12,CtrlMUX03,LogicTILE,20,12,TileAsyncMUX01,CFG_TILEASYNCMUX[1],derived-formula,formula
